,GEO_0,GEO_1,GEO_2,hu_tot,hu_occ,hu_vacant,1u_detached,1u_attached,2u,3_4u,5_9u,10_19u,20_plusu,mobile_home,boat_rv_van,owner_occ,renter_occ,owner_median_value,renter_median_rent,hu_0_veh,hu_1_veh,hu_2_veh,hu_3plus_veh,0_veh_pct,1_veh_pct,2_veh_pct,3plus_veh_pct
0,Tennessee,,,3143670,2824277,319393,2145674,120244,77047,97610,136863,117192,188684,254372,5984,1890569,933708,286700.0,1189.0,147219,873114,1072153,731791,0.05212626098644007,0.3091460221500936,0.3796203417724253,0.259107375091041
0,Tennessee,Anderson County,,35880,32755,3125,25705,1015,448,1012,994,1356,1645,3654,51,23484,9271,239400.0,1031.0,1836,10044,11510,9365,0.05605251106701267,0.30664020760189287,0.3513967333231568,0.2859105480079377
1,Tennessee,Bedford County,,20488,19505,983,15654,235,602,261,670,424,335,2264,43,14017,5488,281200.0,1051.0,582,4833,7074,7016,0.029838502947962062,0.2477826198410664,0.362676236862343,0.35970264034862853
2,Tennessee,Benton County,,8569,7121,1448,6047,93,26,37,66,20,71,2209,0,5351,1770,153600.0,768.0,385,2059,2977,1700,0.0540654402471563,0.2891447830360904,0.4180592613396995,0.23873051537705378
3,Tennessee,Bledsoe County,,5912,4858,1054,3955,26,25,78,119,55,4,1600,50,4008,850,189400.0,830.0,248,1137,1692,1781,0.05104981473857555,0.23404693289419515,0.34829147797447507,0.3666117743927542
4,Tennessee,Blount County,,61850,55522,6328,47723,954,663,1205,1817,1229,1739,6444,76,42744,12778,320500.0,1090.0,1506,14701,22113,17202,0.027124383127408953,0.2647779258672238,0.3982745578329311,0.30982313317243615
5,Tennessee,Bradley County,,45949,42596,3353,31892,1271,2062,2618,1527,955,1437,4028,159,28650,13946,261900.0,1030.0,2256,11612,15674,13054,0.052962719504178794,0.27260775659686354,0.36796882336369613,0.30646070053526153
6,Tennessee,Campbell County,,20559,17186,3373,14809,241,375,726,761,201,383,3023,40,11893,5293,186500.0,716.0,986,5656,5513,5031,0.05737227976259746,0.32910508553473755,0.3207843593622716,0.2927382753403933
7,Tennessee,Cannon County,,6453,5776,677,5133,43,77,64,54,12,18,1052,0,4527,1249,252000.0,908.0,267,1333,1910,2266,0.04622576177285319,0.2307825484764543,0.3306786703601108,0.3923130193905817
8,Tennessee,Carroll County,,13100,11541,1559,9652,75,382,403,237,23,165,2157,6,8603,2938,142400.0,755.0,629,3312,4178,3422,0.054501343037865004,0.2869768650896803,0.36201369032146263,0.2965081015509921
9,Tennessee,Carter County,,28118,24425,3693,18955,376,430,1187,1226,503,206,5171,64,18366,6059,168200.0,739.0,1123,7573,8733,6996,0.04597748208802457,0.31005117707267144,0.35754350051177075,0.28642784032753327
10,Tennessee,Cheatham County,,17449,16279,1170,13998,341,68,163,181,364,515,1764,55,13273,3006,338700.0,1345.0,323,3311,6602,6043,0.019841513606486887,0.20339087167516431,0.40555316665642854,0.3712144480619203
11,Tennessee,Chester County,,7279,6430,849,5753,41,300,57,82,29,20,955,42,4850,1580,164400.0,756.0,201,1651,2582,1996,0.031259720062208396,0.2567651632970451,0.4015552099533437,0.3104199066874028
12,Tennessee,Claiborne County,,15512,13724,1788,10434,309,511,127,157,189,84,3587,114,9906,3818,159900.0,745.0,555,4237,4872,4060,0.04044010492567764,0.30872923345963277,0.3549985426989216,0.295832118915768
13,Tennessee,Clay County,,4005,3486,519,2448,0,31,149,122,67,10,1162,16,2593,893,136400.0,557.0,235,1115,1113,1023,0.06741250717154332,0.3198508318990247,0.3192771084337349,0.29345955249569705
14,Tennessee,Cocke County,,17957,15509,2448,11268,51,512,415,287,87,47,5085,205,11558,3951,158100.0,798.0,683,4583,5906,4337,0.04403894512863499,0.29550583532142627,0.38081114191759624,0.2796440776323425
15,Tennessee,Coffee County,,25467,23097,2370,18244,498,982,524,1045,296,491,3333,54,15937,7160,246800.0,913.0,964,6257,9611,6265,0.04173702212408538,0.27090098281162056,0.4161146469238429,0.27124734814045115
16,Tennessee,Crockett County,,6134,5508,626,4830,76,222,47,112,11,49,777,10,3945,1563,158900.0,857.0,398,1486,2120,1504,0.07225853304284677,0.26978939724037765,0.3848946986201888,0.2730573710965868
17,Tennessee,Cumberland County,,31455,28195,3260,23372,813,605,967,601,351,424,4090,232,22614,5581,250500.0,839.0,1380,7781,12581,6453,0.048944848377371876,0.27597091682922503,0.44621386770704025,0.22887036708636282
18,Tennessee,Davidson County,,357113,324907,32206,176279,32704,12228,11367,21664,28841,68742,4965,323,171526,153381,417400.0,1582.0,21243,130612,118890,54162,0.06538178617265863,0.4019981102284654,0.3659200940576842,0.1667000095411918
19,Tennessee,Decatur County,,6591,4568,2023,4872,11,95,76,67,0,26,1385,59,3396,1172,139600.0,757.0,260,1194,1753,1361,0.05691768826619965,0.2613835376532399,0.3837565674255692,0.29794220665499127
20,Tennessee,DeKalb County,,10155,8652,1503,7912,182,157,337,98,164,102,1191,12,6282,2370,235500.0,839.0,607,2084,3513,2448,0.07015718908922793,0.2408691631992603,0.40603328710124825,0.2829403606102635
21,Tennessee,Dickson County,,23657,21757,1900,18654,324,415,378,551,435,214,2686,0,17465,4292,306400.0,1015.0,636,4923,7721,8477,0.02923197131957531,0.22627200441237302,0.354874293330882,0.3896217309371696
22,Tennessee,Dyer County,,16311,14769,1542,12695,78,623,728,603,141,198,1245,0,9136,5633,166400.0,782.0,986,5587,5678,2518,0.06676145981447627,0.3782923691516013,0.3844539237592254,0.170492247274697
23,Tennessee,Fayette County,,18494,17210,1284,15744,274,109,150,271,94,65,1777,10,14014,3196,340800.0,902.0,916,3477,7104,5713,0.05322486926205695,0.2020337013364323,0.4127832655432888,0.33195816385822197
24,Tennessee,Fentress County,,9260,7831,1429,6684,143,30,229,142,88,25,1727,192,6466,1365,168200.0,709.0,404,2214,2768,2445,0.05158983527008045,0.28272251308900526,0.3534669901672839,0.3122206614736304
25,Tennessee,Franklin County,,20110,17445,2665,16625,238,979,223,205,61,66,1620,93,13503,3942,236900.0,894.0,718,4659,6647,5421,0.0411579249068501,0.26706792777300087,0.38102608197191173,0.3107480653482373
26,Tennessee,Gibson County,,22617,20360,2257,17093,237,1092,616,684,105,380,2403,7,14013,6347,156900.0,819.0,1344,6452,7253,5311,0.06601178781925343,0.3168958742632613,0.356237721021611,0.26085461689587425
27,Tennessee,Giles County,,14221,12058,2163,10311,263,433,151,299,292,59,2264,149,8839,3219,234300.0,862.0,629,3121,4273,4035,0.05216453806601427,0.2588323104992536,0.3543705423785039,0.3346326090562282
28,Tennessee,Grainger County,,11835,9660,2175,7543,70,19,117,143,125,49,3581,188,7450,2210,189200.0,746.0,480,2444,3462,3274,0.049689440993788817,0.25300207039337475,0.35838509316770184,0.33892339544513456
29,Tennessee,Greene County,,32697,28400,4297,22218,399,445,329,1163,165,432,7446,100,21899,6501,207500.0,737.0,1496,7421,10887,8596,0.05267605633802817,0.26130281690140844,0.38334507042253524,0.3026760563380282
30,Tennessee,Grundy County,,6240,5161,1079,4320,16,59,187,122,3,5,1512,16,4320,841,154000.0,636.0,234,1442,1871,1614,0.04534005037783375,0.27940321643092425,0.36252664212361946,0.31273009106762256
31,Tennessee,Hamblen County,,28095,26146,1949,19642,537,1497,1352,841,737,590,2891,8,18239,7907,210900.0,857.0,1293,7583,9498,7772,0.04945307121548229,0.29002524286697773,0.36326780387057295,0.297253882046967
32,Tennessee,Hamilton County,,168013,154181,13832,114261,6781,8399,3735,6349,7094,16050,5247,97,98531,55650,312800.0,1253.0,8942,49360,60439,35440,0.05799677003002964,0.32014320830711956,0.39200031132240676,0.22985971034044403
33,Tennessee,Hancock County,,3675,2828,847,2542,31,35,84,129,17,7,790,40,2110,718,134500.0,622.0,335,742,1019,732,0.11845827439886845,0.2623762376237624,0.3603253182461103,0.25884016973125884
34,Tennessee,Hardeman County,,10750,9110,1640,8119,76,199,140,66,91,67,1992,0,6532,2578,121700.0,812.0,691,2700,3299,2420,0.07585071350164654,0.29637760702524696,0.36212952799121845,0.265642151481888
35,Tennessee,Hardin County,,15161,11001,4160,11702,73,385,349,131,0,158,2285,78,8580,2421,160400.0,775.0,596,3575,3964,2866,0.05417689300972639,0.3249704572311608,0.36033087901099903,0.26052177074811383
36,Tennessee,Hawkins County,,27445,23567,3878,18716,250,351,636,921,379,327,5669,196,18883,4684,176300.0,785.0,1006,6520,8519,7522,0.042686807824500364,0.27665803878304407,0.3614800356430602,0.31917511774939533
37,Tennessee,Haywood County,,8260,7167,1093,6105,273,382,238,210,81,53,909,9,4347,2820,152400.0,762.0,810,1960,2460,1937,0.11301799916282963,0.27347565229524207,0.34323984930933443,0.2702664992325938
38,Tennessee,Henderson County,,12963,10920,2043,9236,123,231,160,146,2,56,2963,46,7992,2928,164800.0,745.0,492,2854,4285,3289,0.045054945054945054,0.26135531135531137,0.3923992673992674,0.3011904761904762
39,Tennessee,Henry County,,17088,13452,3636,10912,319,355,242,351,220,306,4323,60,9891,3561,160200.0,761.0,759,4348,4969,3376,0.0564228367528992,0.3232233125185846,0.36938745168004755,0.2509663990484686
40,Tennessee,Hickman County,,10711,9435,1276,7633,118,41,88,42,24,56,2677,32,7475,1960,224100.0,893.0,260,2209,3381,3585,0.02755696873343932,0.23412824589295178,0.35834658187599366,0.3799682034976153
41,Tennessee,Houston County,,3954,3353,601,3041,44,66,32,47,6,7,686,25,2715,638,172700.0,735.0,91,862,1268,1132,0.027139874739039668,0.2570832090665076,0.3781688040560692,0.33760811213838354
42,Tennessee,Humphreys County,,8892,7241,1651,6574,16,105,138,436,1,85,1472,65,5671,1570,193400.0,862.0,278,2156,2342,2465,0.038392487225521334,0.2977489297058417,0.32343598950421215,0.3404225935644248
43,Tennessee,Jackson County,,5854,4795,1059,4116,67,16,28,63,31,62,1439,32,3888,907,155500.0,758.0,293,1075,1686,1741,0.06110531803962461,0.22419186652763295,0.3516162669447341,0.36308654848800836
44,Tennessee,Jefferson County,,25632,21817,3815,17434,412,431,797,473,159,172,5702,52,16542,5275,229300.0,904.0,604,5591,8712,6910,0.027684832928450292,0.256268047852592,0.39932162992162074,0.31672548929733696
45,Tennessee,Johnson County,,8761,7298,1463,6055,81,90,91,259,68,65,2052,0,5655,1643,178600.0,674.0,312,2200,2815,1971,0.04275143875034256,0.30145245272677446,0.38572211564812275,0.2700739928747602
46,Tennessee,Knox County,,218661,201146,17515,144045,12101,4684,6486,10845,14327,18232,7792,149,131117,70029,320900.0,1261.0,10608,63973,79884,46681,0.05273781233531862,0.3180426158114007,0.3971443628011494,0.23207520905213128
47,Tennessee,Lake County,,2494,2067,427,1616,11,335,131,95,18,84,196,8,987,1080,97900.0,532.0,379,736,563,389,0.1833575229801645,0.35607160135462024,0.27237542331881953,0.18819545234639573
48,Tennessee,Lauderdale County,,10703,9325,1378,8124,131,400,261,380,74,130,1203,0,6001,3324,143200.0,774.0,852,3087,3164,2222,0.09136729222520107,0.3310455764075067,0.3393029490616622,0.23828418230563003
49,Tennessee,Lawrence County,,18730,16991,1739,14635,185,544,555,204,96,305,2135,71,13177,3814,194400.0,763.0,1289,4160,5020,6522,0.07586369254311105,0.24483550114766642,0.2954505326349244,0.38385027367429814
50,Tennessee,Lewis County,,5804,5387,417,4184,34,27,22,94,0,0,1410,33,4414,973,173400.0,708.0,132,1483,1677,2095,0.024503434193428625,0.27529237052162614,0.31130499350287727,0.38889920178206794
51,Tennessee,Lincoln County,,16291,14849,1442,12690,117,360,441,292,93,31,2186,81,11259,3590,229700.0,857.0,572,4030,5667,4580,0.03852111253283049,0.27139874739039666,0.3816418614048084,0.30843827867196444
52,Tennessee,Loudon County,,26043,24056,1987,21303,780,361,426,456,266,479,1941,31,19311,4745,348000.0,1062.0,906,5465,10425,7260,0.03766212171599601,0.22717825074825407,0.43336381775856336,0.30179580977718656
53,Tennessee,McMinn County,,24137,21218,2919,17651,278,760,422,632,124,308,3866,96,16078,5140,211800.0,803.0,883,5155,8179,7001,0.04161560938825525,0.24295409557922518,0.38547459704024883,0.3299556979922707
54,Tennessee,McNairy County,,12327,9939,2388,9654,61,154,139,73,33,57,2146,10,7925,2014,161800.0,723.0,459,2924,3675,2881,0.04618170842137036,0.29419458698058154,0.3697555086024751,0.289868195995573
55,Tennessee,Macon County,,10997,9421,1576,7639,58,285,290,153,106,19,2429,18,6938,2483,225700.0,846.0,461,2188,3155,3617,0.04893323426387857,0.23224710752574038,0.33489013905105613,0.38392951915932494
56,Tennessee,Madison County,,44091,40153,3938,30947,929,1599,2585,2752,1260,1705,2288,26,24898,15255,211800.0,1123.0,3566,12896,14296,9395,0.08881030060020421,0.3211715189400543,0.35603815406071776,0.23398002639902374
57,Tennessee,Marion County,,14058,11869,2189,10525,149,230,185,39,111,101,2687,31,9322,2547,195200.0,853.0,501,2507,4496,4365,0.042210801246945824,0.2112225124273317,0.3788019209705957,0.3677647653551268
58,Tennessee,Marshall County,,14749,13622,1127,12290,91,396,145,365,133,207,1122,0,10463,3159,279800.0,946.0,442,3443,5351,4386,0.03244751137865218,0.2527528997210395,0.392820437527529,0.3219791513727793
59,Tennessee,Maury County,,46159,42306,3853,33288,1495,1388,1174,2541,1764,1089,3386,34,29995,12311,355700.0,1300.0,1186,12420,17493,11207,0.02803384862667234,0.2935753793788115,0.41348744858885267,0.2649033234056635
60,Tennessee,Meigs County,,6275,5235,1040,3869,28,35,11,9,1,16,2234,72,4238,997,180000.0,875.0,148,1573,1746,1768,0.028271251193887296,0.30047755491881567,0.3335243553008596,0.33772683858643743
61,Tennessee,Monroe County,,21764,19714,2050,14416,89,520,1069,359,248,189,4681,193,14225,5489,227500.0,714.0,1082,5401,6976,6255,0.054884853403672516,0.27396773866287916,0.35386020087247644,0.3172872070609719
62,Tennessee,Montgomery County,,93445,87759,5686,66467,4302,1925,6028,5221,2608,3453,3298,143,54302,33457,280200.0,1308.0,3300,25040,37146,22273,0.0376029808908488,0.285326861062683,0.42327282671862715,0.253797331327841
63,Tennessee,Moore County,,3017,2739,278,2492,0,6,0,74,0,10,424,11,2260,479,285300.0,841.0,140,457,1176,966,0.0511135450894487,0.16684921504198613,0.4293537787513691,0.35268346111719606
64,Tennessee,Morgan County,,8566,7188,1378,5910,46,56,132,85,26,3,2279,29,6102,1086,166300.0,770.0,364,1508,2465,2851,0.05063995548135782,0.20979410127991097,0.3429326655537006,0.3966332776850306
65,Tennessee,Obion County,,14326,12527,1799,10727,264,642,537,251,57,135,1703,10,8533,3994,133600.0,770.0,741,4401,4760,2625,0.05915223118064979,0.3513211463239403,0.3799792448311647,0.20954737766424522
66,Tennessee,Overton County,,10406,9071,1335,7959,36,88,139,44,26,8,2106,0,6978,2093,173200.0,832.0,311,2734,2975,3051,0.034285084334692975,0.30140006614485726,0.32796825046852607,0.3363465990519237
67,Tennessee,Perry County,,4866,3610,1256,3120,26,47,42,71,24,0,1515,21,2665,945,126900.0,758.0,151,729,1407,1323,0.04182825484764543,0.20193905817174515,0.3897506925207756,0.3664819944598338
68,Tennessee,Pickett County,,3360,2167,1193,2505,2,27,33,89,10,9,685,0,1808,359,178500.0,564.0,116,730,562,759,0.0535302261190586,0.3368712505768343,0.2593447161975081,0.350253807106599
69,Tennessee,Polk County,,9064,7424,1640,6515,30,128,103,255,6,12,1956,59,6206,1218,169900.0,676.0,344,1676,2328,3076,0.04633620689655173,0.2257543103448276,0.3135775862068966,0.41433189655172414
70,Tennessee,Putnam County,,36506,33601,2905,23705,793,1501,2877,2419,1479,824,2893,15,20562,13039,282500.0,908.0,1278,10636,12322,9365,0.03803458230409809,0.3165381982679087,0.3667152763310616,0.27871194309693165
71,Tennessee,Rhea County,,15451,13475,1976,10407,63,811,600,354,17,58,2953,188,9632,3843,206000.0,839.0,946,3931,4711,3887,0.07020408163265306,0.29172541743970315,0.3496103896103896,0.2884601113172542
72,Tennessee,Roane County,,25680,22790,2890,19643,565,388,628,401,371,471,3084,129,17801,4989,232900.0,785.0,1343,5308,8362,7777,0.0589293549802545,0.23290917068889863,0.3669153137340939,0.34124616059675295
73,Tennessee,Robertson County,,29824,28255,1569,24703,508,364,389,757,524,382,2197,0,21932,6323,335000.0,1199.0,928,6777,10825,9725,0.03284374447000531,0.23985135374270042,0.3831180322066891,0.3441868695806052
74,Tennessee,Rutherford County,,138929,129431,9498,93739,9693,1842,3796,7987,8172,10217,3386,97,83895,45536,382600.0,1502.0,3446,37220,52381,36384,0.026624224490268945,0.2875663480928062,0.4047021192759076,0.2811073081410172
75,Tennessee,Scott County,,9873,8755,1118,6393,107,182,162,148,164,26,2554,137,6265,2490,124900.0,686.0,462,2557,2895,2841,0.05276984580239863,0.29206167904054825,0.33066818960593947,0.32450028555111365
76,Tennessee,Sequatchie County,,6992,6194,798,5083,87,80,272,48,95,0,1295,32,4832,1362,232600.0,818.0,274,1486,2464,1970,0.04423635776557959,0.23990958992573458,0.39780432676783983,0.318049725540846
77,Tennessee,Sevier County,,58967,40344,18623,40018,1100,2195,1162,2239,1936,3425,6739,153,28519,11825,299000.0,1072.0,1659,10882,15257,12546,0.04112135633551457,0.26973031925441204,0.3781727146539758,0.31097560975609756
78,Tennessee,Shelby County,,404333,362741,41592,268206,17364,7210,20770,32621,24191,28920,4783,268,196379,166362,249100.0,1232.0,29600,141187,126826,65128,0.0816009218698741,0.3892226133797944,0.34963238233340044,0.1795440824169311
79,Tennessee,Smith County,,8752,7932,820,6356,79,142,137,281,94,22,1641,0,6100,1832,243800.0,922.0,308,1786,2627,3211,0.038830055471507814,0.22516389309127585,0.33119011598588,0.4048159354513364
80,Tennessee,Stewart County,,6718,5323,1395,4933,127,29,52,30,35,50,1410,52,4315,1008,204700.0,945.0,254,1475,1655,1939,0.04771745256434341,0.27709938004884466,0.3109148976141274,0.36426826977268456
81,Tennessee,Sullivan County,,76324,68907,7417,53596,1876,1879,2657,3702,2367,2233,7937,77,49708,19199,213300.0,889.0,3281,21283,25827,18516,0.047614901243705286,0.30886557243821383,0.3748095258827115,0.2687100004353694
82,Tennessee,Sumner County,,83236,78582,4654,60767,3612,1447,1903,2826,3354,5013,4285,29,56545,22037,393100.0,1424.0,2597,21193,30320,24472,0.03304828077676822,0.26969280496805886,0.38583899620778295,0.31141991804739
83,Tennessee,Tipton County,,24417,22660,1757,19640,319,189,710,374,86,264,2779,56,17294,5366,240600.0,1013.0,1179,5737,8320,7424,0.05203000882612533,0.2531774051191527,0.36716681376875554,0.32762577228596645
84,Tennessee,Trousdale County,,3974,3700,274,2823,33,72,92,98,0,101,755,0,2755,945,337600.0,853.0,157,1008,1157,1378,0.04243243243243243,0.2724324324324324,0.31270270270270273,0.37243243243243246
85,Tennessee,Unicoi County,,8749,7795,954,5880,192,207,199,301,155,92,1709,14,5682,2113,189600.0,750.0,310,2217,3071,2197,0.039769082745349585,0.2844130853110969,0.39397049390635025,0.28184733803720335
86,Tennessee,Union County,,9831,7931,1900,7134,141,36,18,192,109,3,2145,53,6360,1571,204000.0,847.0,230,1672,3071,2958,0.029000126087504727,0.21081830790568654,0.38721472702055226,0.3729668389862565
87,Tennessee,Van Buren County,,2922,2569,353,2199,13,38,44,13,0,0,610,5,2220,349,159200.0,700.0,209,526,957,877,0.08135461268976256,0.20474892954456989,0.3725184896847022,0.3413779680809654
88,Tennessee,Warren County,,18537,16203,2334,13331,379,698,433,682,183,189,2473,169,11738,4465,192900.0,827.0,731,4612,5628,5232,0.04511510214157872,0.2846386471641054,0.34734308461396035,0.32290316608035546
89,Tennessee,Washington County,,62077,56759,5318,39747,2226,2220,2774,3975,2524,3343,5235,33,36636,20123,249000.0,1005.0,2948,17802,20777,15232,0.05193889955777938,0.3136418893919907,0.36605648443418665,0.26836272661604327
90,Tennessee,Wayne County,,7211,5982,1229,5002,31,47,173,48,0,64,1826,20,4796,1186,130700.0,619.0,488,1297,2060,2137,0.08157806753594116,0.21681711802072887,0.344366432631227,0.357238381812103
91,Tennessee,Weakley County,,15056,13384,1672,10569,283,959,928,311,158,74,1735,39,8874,4510,151200.0,803.0,742,4021,5123,3498,0.05543933054393305,0.30043335325762105,0.38277047220561866,0.26135684399282727
92,Tennessee,White County,,12335,11226,1109,9326,85,160,231,194,0,8,2315,16,8630,2596,207200.0,849.0,430,2809,4757,3230,0.038303937288437555,0.2502226973098165,0.4237484411188313,0.2877249242829147
93,Tennessee,Williamson County,,96921,92214,4707,75214,5294,650,1481,2981,2387,7374,1457,83,72671,19543,751900.0,1969.0,1893,19482,44531,26308,0.020528336261305225,0.21126943848005725,0.48290931962608713,0.2852929056325504
94,Tennessee,Wilson County,,63031,59139,3892,47779,3433,1116,728,1968,1784,2882,3254,87,45547,13592,428000.0,1486.0,1321,15448,24406,17964,0.02233720556654661,0.26121510340046333,0.41268875023250307,0.303758940800487
0,Tennessee,Anderson County,Census Tract 201,1994,1693,301,525,7,22,145,307,627,349,12,0,345,1348,373400.0,893.0,178,974,370,171,0.10513880685174247,0.5753101004134672,0.21854695806261076,0.10100413467217956
1,Tennessee,Anderson County,Census Tract 202.01,2248,2208,40,1372,245,10,83,132,127,279,0,0,1521,687,410300.0,1415.0,52,607,947,602,0.02355072463768116,0.2749094202898551,0.4288949275362319,0.2726449275362319
2,Tennessee,Anderson County,Census Tract 202.02,2396,2056,340,1649,146,16,0,23,87,432,43,0,1212,844,278200.0,1188.0,259,693,786,318,0.1259727626459144,0.33706225680933855,0.38229571984435795,0.1546692607003891
3,Tennessee,Anderson County,Census Tract 203,1754,1668,86,1502,93,0,130,0,0,0,0,29,1161,507,203800.0,1155.0,113,519,705,331,0.06774580335731414,0.31115107913669066,0.4226618705035971,0.19844124700239807
4,Tennessee,Anderson County,Census Tract 204,2131,1901,230,1636,115,0,213,50,0,117,0,0,1359,542,218100.0,1303.0,12,827,773,289,0.00631246712256707,0.4350341925302472,0.4066280904786954,0.15202524986849028
5,Tennessee,Anderson County,Census Tract 205,1883,1725,158,1265,206,156,88,33,48,87,0,0,1100,625,202200.0,898.0,81,626,470,548,0.04695652173913043,0.36289855072463767,0.27246376811594203,0.31768115942028985
6,Tennessee,Anderson County,Census Tract 206,1030,973,57,1030,0,0,0,0,0,0,0,0,913,60,258200.0,1542.0,0,228,438,307,0.0,0.2343268242548818,0.4501541623843782,0.31551901336073995
7,Tennessee,Anderson County,Census Tract 207,664,598,66,435,0,0,0,0,9,0,220,0,471,127,94600.0,782.0,13,237,212,136,0.021739130434782608,0.3963210702341137,0.35451505016722407,0.22742474916387959
8,Tennessee,Anderson County,Census Tract 208,2195,1922,273,1376,40,145,39,119,8,4,464,0,1377,545,202600.0,715.0,124,502,772,524,0.06451612903225806,0.2611862643080125,0.4016649323621228,0.2726326742976067
9,Tennessee,Anderson County,Census Tract 209.01,2964,2654,310,2296,78,20,0,42,127,17,384,0,2192,462,299500.0,1040.0,86,703,872,993,0.03240391861341371,0.2648831951770912,0.3285606631499623,0.3741522230595328
10,Tennessee,Anderson County,Census Tract 209.02,2661,2352,309,2081,12,15,0,0,0,49,504,0,1982,370,283900.0,1051.0,97,429,872,954,0.04124149659863945,0.18239795918367346,0.3707482993197279,0.40561224489795916
11,Tennessee,Anderson County,Census Tract 210.01,1214,1074,140,889,0,0,0,0,0,0,325,0,916,158,,923.0,69,258,318,429,0.06424581005586592,0.24022346368715083,0.29608938547486036,0.3994413407821229
12,Tennessee,Anderson County,Census Tract 210.02,1290,1269,21,1110,0,0,0,9,0,0,171,0,1048,221,205500.0,732.0,112,295,379,483,0.08825847123719464,0.23246650906225375,0.2986603624901497,0.3806146572104019
13,Tennessee,Anderson County,Census Tract 211,1963,1830,133,1633,36,10,67,50,0,0,167,0,1613,217,284100.0,1176.0,35,455,538,802,0.01912568306010929,0.24863387978142076,0.2939890710382514,0.4382513661202186
14,Tennessee,Anderson County,Census Tract 212.01,2100,1946,154,1668,0,0,0,8,0,0,424,0,1392,554,209700.0,990.0,60,560,651,675,0.030832476875642344,0.28776978417266186,0.3345323741007194,0.34686536485097635
15,Tennessee,Anderson County,Census Tract 212.02,2551,2374,177,1517,5,0,210,181,287,298,53,0,1187,1187,188000.0,891.0,300,950,772,352,0.12636899747262004,0.4001684919966302,0.3251895534962089,0.14827295703454085
16,Tennessee,Anderson County,Census Tract 213.01,1566,1371,195,1243,0,0,16,40,0,0,245,22,1217,154,252700.0,794.0,10,292,560,509,0.007293946024799417,0.21298322392414296,0.4084609773887673,0.3712618526622903
17,Tennessee,Anderson County,Census Tract 213.03,1709,1606,103,1559,0,54,0,0,0,0,96,0,1392,214,246800.0,1086.0,28,371,660,547,0.017434620174346202,0.23100871731008718,0.410958904109589,0.34059775840597756
18,Tennessee,Anderson County,Census Tract 213.04,1567,1535,32,919,32,0,21,0,36,13,546,0,1086,449,217900.0,932.0,207,518,415,395,0.13485342019543975,0.33745928338762216,0.2703583061889251,0.25732899022801303
19,Tennessee,Anderson County,Census Tract 9801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,
20,Tennessee,Bedford County,Census Tract 9501,1723,1638,85,1566,0,24,0,0,0,0,133,0,1555,83,316300.0,1197.0,33,243,610,752,0.020146520146520148,0.14835164835164835,0.3724053724053724,0.4590964590964591
21,Tennessee,Bedford County,Census Tract 9502.01,1417,1319,98,1317,0,0,0,0,0,0,100,0,1305,14,335100.0,,7,139,529,644,0.00530705079605762,0.10538286580742987,0.40106141015921154,0.488248673237301
22,Tennessee,Bedford County,Census Tract 9502.02,1600,1469,131,1179,19,0,0,37,0,0,365,0,1133,336,280800.0,888.0,81,178,576,634,0.05513955071477195,0.1211708645336964,0.39210347174948945,0.4315861130020422
23,Tennessee,Bedford County,Census Tract 9503,1468,1374,94,966,0,0,0,0,10,0,454,38,1180,194,365900.0,1043.0,28,246,427,673,0.020378457059679767,0.17903930131004367,0.31077147016011647,0.4898107714701601
24,Tennessee,Bedford County,Census Tract 9504.01,2416,2348,68,2249,26,12,11,0,54,31,33,0,1855,493,238500.0,1295.0,30,494,925,899,0.012776831345826235,0.21039182282793867,0.39395229982964225,0.38287904599659284
25,Tennessee,Bedford County,Census Tract 9504.02,2928,2928,0,2047,40,315,86,93,0,139,208,0,1885,1043,292700.0,970.0,115,735,1224,854,0.03927595628415301,0.2510245901639344,0.4180327868852459,0.2916666666666667
26,Tennessee,Bedford County,Census Tract 9505,3012,2824,188,2641,64,16,0,77,46,0,168,0,1701,1123,245200.0,1054.0,111,1265,819,629,0.039305949008498584,0.44794617563739375,0.290014164305949,0.22273371104815864
27,Tennessee,Bedford County,Census Tract 9506,3328,3175,153,1551,74,224,151,333,314,165,516,0,1165,2010,296400.0,1037.0,136,1201,1036,802,0.042834645669291335,0.37826771653543306,0.3262992125984252,0.2525984251968504
28,Tennessee,Bedford County,Census Tract 9507,1410,1282,128,1120,12,11,13,130,0,0,124,0,1118,164,243600.0,839.0,14,205,537,526,0.0109204368174727,0.15990639625585024,0.41887675507020283,0.41029641185647425
29,Tennessee,Bedford County,Census Tract 9508,1186,1148,38,1018,0,0,0,0,0,0,163,5,1120,28,310200.0,1438.0,27,127,391,603,0.023519163763066203,0.11062717770034843,0.3405923344947735,0.5252613240418118
30,Tennessee,Benton County,Census Tract 9630,2062,1512,550,1283,43,8,12,0,3,0,713,0,984,528,141300.0,639.0,44,530,769,169,0.0291005291005291,0.3505291005291005,0.5085978835978836,0.11177248677248677
31,Tennessee,Benton County,Census Tract 9631,1605,1369,236,1192,9,0,0,0,0,16,388,0,1108,261,188400.0,800.0,79,278,524,488,0.0577063550036523,0.20306793279766253,0.38276113951789625,0.3564645726807889
32,Tennessee,Benton County,Census Tract 9632,1420,1076,344,826,15,0,0,0,0,0,579,0,947,129,139900.0,1029.0,57,199,558,262,0.05297397769516728,0.18494423791821563,0.5185873605947955,0.24349442379182157
